"","species","Order","phylogeny","elaboration","innovation","elaboration_superord","innovation_superord","elaboration_order","innovation_order","order_tree_elab","order_tree_inno"
"Accipiter_imitator","Accipiter_imitator","Accipitriformes",NA,NA,NA,NA,NA,NA,NA,1.12745789729662,2.99997485940845
"Accipiter_luteoschistaceus","Accipiter_luteoschistaceus","Accipitriformes",NA,NA,NA,NA,NA,NA,NA,1.12745789729662,2.99997485940845
"Accipiter_madagascariensis","Accipiter_madagascariensis","Accipitriformes",0.322416910777254,1.56000314674182,0.450772559527271,0.824447957141605,0.823399330591746,0.102313188908147,0.289004162994603,1.12745789729662,2.99997485940845
"Accipiter_melanochlamys","Accipiter_melanochlamys","Accipitriformes",0.35225452646088,1.79299108445952,0.401973374677981,0.871020302996876,0.906549024157782,0.0612436886721013,0.319373889515911,1.12745789729662,2.99997485940845
"Accipiter_melanoleucus","Accipiter_melanoleucus","Accipitriformes",0.304944493254091,1.38653975537014,0.493925843231359,0.714500775540796,0.802996660736776,0.12946600462195,0.269339411520732,1.12745789729662,2.99997485940845
"Accipiter_meyerianus","Accipiter_meyerianus","Accipitriformes",0.323790544564753,1.52919738947827,0.478416310457697,0.705262515166352,0.858037062952749,0.0749652009357842,0.292465227395647,1.12745789729662,2.99997485940845
"Accipiter_minullus","Accipiter_minullus","Accipitriformes",0.315458641352019,1.60585079458608,0.357537643004087,0.860399452482074,0.789431822534998,0.138551906201351,0.277990015532126,1.12745789729662,2.99997485940845
"Accipiter_nanus","Accipiter_nanus","Accipitriformes",NA,NA,NA,NA,NA,NA,NA,1.12745789729662,2.99997485940845
"Accipiter_nisus","Accipiter_nisus","Accipitriformes",0.345091643703777,1.66901984219826,0.480563180485566,0.920960096880945,0.874068664023621,0.143521488682724,0.305411134777556,1.12745789729662,2.99997485940845
"Accipiter_novaehollandiae","Accipiter_novaehollandiae","Accipitriformes",0.327607814482359,1.50999827855277,0.517746195834861,0.760206297758637,0.85755226724809,0.0720379764221202,0.296191002965648,1.12745789729662,2.99997485940845
"Accipiter_ovampensis","Accipiter_ovampensis","Accipitriformes",0.354039700710983,1.66033806853205,0.530574016898776,1.1273612096334,0.851137028490848,0.285636250391457,0.287740889482451,1.12745789729662,2.99997485940845
"Accipiter_poliocephalus","Accipiter_poliocephalus","Accipitriformes",0.331680911584119,1.61799744363544,0.446659545925349,0.806544769782867,0.862665102796411,0.121809361091553,0.295193792347686,1.12745789729662,2.99997485940845
"Accipiter_poliogaster","Accipiter_poliogaster","Accipitriformes",0.312494463054486,1.40891464034364,0.510641875669883,0.643907082298351,0.836700928137328,0.076272705741054,0.281950074498415,1.12745789729662,2.99997485940845
"Accipiter_princeps","Accipiter_princeps","Accipitriformes",NA,NA,NA,NA,NA,NA,NA,1.12745789729662,2.99997485940845
"Accipiter_rhodogaster","Accipiter_rhodogaster","Accipitriformes",0.326785103734148,1.5744297807626,0.458556980416047,0.739611062487928,0.85662551802917,0.0390927576758756,0.297464896807543,1.12745789729662,2.99997485940845
"Accipiter_rufitorques","Accipiter_rufitorques","Accipitriformes",0.296701128834213,1.38947059127571,0.449558436820298,0.636003741491544,0.787295741457236,0.0412855045546011,0.26967463052023,1.12745789729662,2.99997485940845
"Accipiter_rufiventris","Accipiter_rufiventris","Accipitriformes",0.316510481796026,1.53273200007094,0.433119162931642,0.881953459316797,0.79171472844324,0.184989292061376,0.272380690841117,1.12745789729662,2.99997485940845
"Accipiter_soloensis","Accipiter_soloensis","Accipitriformes",0.32969461165433,1.65613164810582,0.399808380529992,0.822324990916912,0.847007908379812,0.0554463037056611,0.29894836991999,1.12745789729662,2.99997485940845
"Accipiter_striatus","Accipiter_striatus","Accipitriformes",0.348258225957408,1.69008515169139,0.472732708315545,1.00694969607957,0.861010281920138,0.215118741573901,0.297564492649611,1.12745789729662,2.99997485940845
"Accipiter_superciliosus","Accipiter_superciliosus","Accipitriformes",0.302994471848797,1.43713211514233,0.447230099144751,0.729032087107076,0.789010827555597,0.0710664683569039,0.273768524685443,1.12745789729662,2.99997485940845
"Accipiter_tachiro","Accipiter_tachiro","Accipitriformes",0.32022506701475,1.5520798972918,0.442694234143525,0.708947501972787,0.844266286210797,0.0415089880851267,0.291156505524294,1.12745789729662,2.99997485940845
"Accipiter_toussenelii","Accipiter_toussenelii","Accipitriformes",0.325974950329241,1.61193900342602,0.42174242407949,0.74435890633633,0.854540768145091,0.0389619813149905,0.296694277333848,1.12745789729662,2.99997485940845
"Accipiter_trinotatus","Accipiter_trinotatus","Accipitriformes",0.315439612370402,1.55077635290685,0.414437883811968,0.71198278136252,0.828926315607345,0.0413765462153024,0.286785281033408,1.12745789729662,2.99997485940845
"Accipiter_trivirgatus","Accipiter_trivirgatus","Accipitriformes",0.339540073358347,1.61012502706892,0.500250099925168,0.772332705983081,0.894877025980867,0.118675562049136,0.302969351413544,1.12745789729662,2.99997485940845
"Accipiter_ventralis","Accipiter_ventralis","Accipitriformes",0.352462808175982,1.71010435933696,0.478893240868782,1.05052515823509,0.862614216628674,0.23902201912872,0.296629269321896,1.12745789729662,2.99997485940845
"Accipiter_virgatus","Accipiter_virgatus","Accipitriformes",0.349671597639287,1.56679862868316,0.576622777762168,1.1652447076611,0.828590031797773,0.311998453411908,0.276191144999984,1.12745789729662,2.99997485940845
"Aegypius_monachus","Aegypius_monachus","Accipitriformes",0.194972571044468,0.711851474535731,0.412620614465462,0.300173513186573,0.543401303368436,0.0160786768819913,0.177822248395861,1.12745789729662,2.99997485940845
"Aquila_adalberti","Aquila_adalberti","Accipitriformes",0.266716501155278,1.07924503017952,0.510621084080578,0.734521684714698,0.676789267474031,0.173321482534412,0.226859264466798,1.12745789729662,2.99997485940845
"Aquila_africanus","Aquila_africanus","Accipitriformes",0.298131886607518,1.33431552997968,0.496745717485331,0.643967587474829,0.790813817106781,0.0341835775151158,0.271364610620703,1.12745789729662,2.99997485940845
"Aquila_audax","Aquila_audax","Accipitriformes",0.262799475261927,0.96028357643653,0.554750722603591,0.622455292852874,0.686896720798085,0.117277891998094,0.232083975436561,1.12745789729662,2.99997485940845
"Aquila_chrysaetos","Aquila_chrysaetos","Accipitriformes",0.278532666439331,1.29480371365652,0.43306057301537,0.593339419856871,0.742701603555218,0.0384388768788576,0.253180786901271,1.12745789729662,2.99997485940845
"Aquila_clanga","Aquila_clanga","Accipitriformes",0.248937982552064,1.0386730405715,0.463840382524055,0.51258256529432,0.666447487043036,0.0261389677170373,0.226863224794863,1.12745789729662,2.99997485940845
"Aquila_fasciatus","Aquila_fasciatus","Accipitriformes",0.26716769267107,1.17747790150765,0.460170079991444,0.573678177152596,0.711746253084359,0.04449573631922,0.242600371780764,1.12745789729662,2.99997485940845
"Aquila_gurneyi","Aquila_gurneyi","Accipitriformes",0.264507377246446,0.962732364716863,0.564105152032359,0.434772752383212,0.732299051360704,0.107436192033371,0.234858932626301,1.12745789729662,2.99997485940845
"Aquila_hastata","Aquila_hastata","Accipitriformes",0.248487232427897,1.13500342073779,0.395290817796418,0.640708590202245,0.639693678408284,0.121720726415823,0.217946371064139,1.12745789729662,2.99997485940845
"Aquila_heliaca","Aquila_heliaca","Accipitriformes",0.267793048454649,1.21973582047102,0.434309794728921,0.553250489490902,0.717273566025747,0.0322900668426692,0.24373561247361,1.12745789729662,2.99997485940845
"Aquila_nipalensis","Aquila_nipalensis","Accipitriformes",0.245913112983361,1.02303144504224,0.458616125165893,0.420923964769433,0.677048224924533,0.0497472019345313,0.222867704426494,1.12745789729662,2.99997485940845
"Aquila_pomarina","Aquila_pomarina","Accipitriformes",0.246169255835537,0.926069645815086,0.51121629067322,0.477122799648219,0.671850907951166,0.157789564074085,0.209237908957347,1.12745789729662,2.99997485940845
"Aquila_rapax","Aquila_rapax","Accipitriformes",0.258660129045719,1.11671981910237,0.46014136457293,0.514865196744003,0.697970367375832,0.0362344906531572,0.23522075390411,1.12745789729662,2.99997485940845
"Aquila_verreauxii","Aquila_verreauxii","Accipitriformes",0.25718506435126,1.09516084225401,0.463554813626958,0.485696458824183,0.697463805474013,0.0268111603561719,0.234242843567303,1.12745789729662,2.99997485940845
"Aquila_wahlbergi","Aquila_wahlbergi","Accipitriformes",0.221435148403905,0.919883195844311,0.414866787801506,0.523640772810732,0.57884850734638,0.0786268182670524,0.197899245356093,1.12745789729662,2.99997485940845
"Aviceda_cuculoides","Aviceda_cuculoides","Accipitriformes",0.304037026032416,1.56207119931398,0.318048680524192,0.831615524493922,0.763582426168076,0.170833814249379,0.262878458843465,1.12745789729662,2.99997485940845
"Aviceda_jerdoni","Aviceda_jerdoni","Accipitriformes",0.273299799050489,1.33434907323946,0.369661493240192,0.645052851559782,0.712378522216073,0.0771308014662868,0.246144134845147,1.12745789729662,2.99997485940845
"Aviceda_leuphotes","Aviceda_leuphotes","Accipitriformes",0.288105364250816,1.2312426405737,0.514498968974361,0.948352210785031,0.686222297140302,0.257336711791093,0.22781222824777,1.12745789729662,2.99997485940845
"Aviceda_madagascariensis","Aviceda_madagascariensis","Accipitriformes",0.320823261621483,1.30121981226464,0.616411021717604,1.15081924704728,0.729611059419387,0.345257243588893,0.234082839379115,1.12745789729662,2.99997485940845
"Aviceda_subcristata","Aviceda_subcristata","Accipitriformes",0.283299174167227,1.33982608955501,0.413390918220073,0.813173775249051,0.706954554581423,0.189138459563127,0.239756283960048,1.12745789729662,2.99997485940845
"Busarellus_nigricollis","Busarellus_nigricollis","Accipitriformes",0.248523265428905,0.989021149998251,0.489306447967465,0.413571817677954,0.688027504843631,0.0894592344307853,0.221856231037203,1.12745789729662,2.99997485940845
"Butastur_indicus","Butastur_indicus","Accipitriformes",0.288493771009192,1.17421175625903,0.549797998162607,0.933263718584793,0.694274394090688,0.251885842308292,0.230025643144962,1.12745789729662,2.99997485940845
"Butastur_liventer","Butastur_liventer","Accipitriformes",0.244204829642076,1.07074527083655,0.423187710002722,0.523570168868371,0.651230282851256,0.0418281016841108,0.221739801236554,1.12745789729662,2.99997485940845
"Butastur_rufipennis","Butastur_rufipennis","Accipitriformes",0.264219289175915,1.32629819666268,0.319587853408324,0.719612111818341,0.664128634660315,0.128515638100459,0.231230257544212,1.12745789729662,2.99997485940845
"Butastur_teesa","Butastur_teesa","Accipitriformes",0.296212058274584,1.45368227147658,0.394660286506309,0.65500900647715,0.782592212502773,0.0400299422995266,0.269304364458254,1.12745789729662,2.99997485940845
"Buteo_albicaudatus","Buteo_albicaudatus","Accipitriformes",0.288783768397275,1.40243123208051,0.39331925593614,0.633880448652545,0.764630539060413,0.0512098018069321,0.261903349041954,1.12745789729662,2.99997485940845
"Buteo_albigula","Buteo_albigula","Accipitriformes",0.321518257007816,1.41888978433678,0.54707769122335,0.931869721535075,0.800550450075704,0.214517979943133,0.27203829551435,1.12745789729662,2.99997485940845
"Buteo_albonotatus","Buteo_albonotatus","Accipitriformes",0.29226673719017,1.382377546933,0.428911981072877,0.620043340801505,0.779675989012093,0.0539638913169462,0.264965347772876,1.12745789729662,2.99997485940845
"Buteo_archeri","Buteo_archeri","Accipitriformes",0.292463564261809,1.33698040295423,0.467579193904076,0.595505979698546,0.78530112147557,0.0365560646210691,0.266155530481832,1.12745789729662,2.99997485940845
"Buteo_augur","Buteo_augur","Accipitriformes",0.363303845267218,1.2034830795987,0.817943217410265,1.05218741264383,0.923717748241371,0.426356333208312,0.249850318342406,1.12745789729662,2.99997485940845
"Buteo_auguralis","Buteo_auguralis","Accipitriformes",0.275662973706479,1.2001118074194,0.478360629284493,0.708222543417474,0.707565560145405,0.131367018001091,0.242213375507223,1.12745789729662,2.99997485940845
"Buteo_brachypterus","Buteo_brachypterus","Accipitriformes",0.32546435167086,1.49164202984576,0.51685400257779,0.685579857130324,0.86987205006632,0.106105984329624,0.291403143210449,1.12745789729662,2.99997485940845
"Buteo_brachyurus","Buteo_brachyurus","Accipitriformes",0.288395686366003,1.27331190251299,0.492645198790416,0.695537096349941,0.750045134057606,0.0986928708554494,0.258269720353236,1.12745789729662,2.99997485940845
"Buteo_buteo","Buteo_buteo","Accipitriformes",0.343520457568714,1.28896753296363,0.71269041839404,0.935838943420487,0.88294140176683,0.345824236828444,0.258234186506295,1.12745789729662,2.99997485940845
"Buteo_galapagoensis","Buteo_galapagoensis","Accipitriformes",0.280640415870282,1.17615616207929,0.522103408162818,0.618099461410319,0.749181633790288,0.166205059946255,0.240887779682058,1.12745789729662,2.99997485940845
"Buteo_hemilasius","Buteo_hemilasius","Accipitriformes",0.338047140213717,1.58274820675088,0.512842704021177,0.808731750751481,0.891267198053263,0.178788266919244,0.293630092754145,1.12745789729662,2.99997485940845
"Buteo_jamaicensis","Buteo_jamaicensis","Accipitriformes",0.27808309389885,1.29467691486273,0.423748995997486,0.712932257792178,0.713699846203588,0.123401073737444,0.245648074027205,1.12745789729662,2.99997485940845
"Buteo_lagopus","Buteo_lagopus","Accipitriformes",0.314264609861137,1.54877206723295,0.404295962555372,0.827813672911536,0.799762411092915,0.160697086504136,0.274543008639344,1.12745789729662,2.99997485940845
"Buteo_leucorrhous","Buteo_leucorrhous","Accipitriformes",0.329990401294629,1.4943272898589,0.540133376015563,0.67199080909434,0.88698047730835,0.0419134352425279,0.300233511033979,1.12745789729662,2.99997485940845
"Buteo_lineatus","Buteo_lineatus","Accipitriformes",0.266370279647766,1.22400195664364,0.422689793427065,0.657349799063426,0.689230463861081,0.0931294563112717,0.238253834357465,1.12745789729662,2.99997485940845
"Buteo_magnirostris","Buteo_magnirostris","Accipitriformes",0.244210419355408,1.02794234772958,0.445010596657596,0.614601756528522,0.633184657678757,0.126349016865556,0.21329983612494,1.12745789729662,2.99997485940845
"Buteo_nitidus","Buteo_nitidus","Accipitriformes",0.253786426119608,1.18931722978281,0.38623243137224,0.546517265181091,0.673876870513232,0.0278216511730168,0.231123671592328,1.12745789729662,2.99997485940845
"Buteo_oreophilus","Buteo_oreophilus","Accipitriformes",0.306563025962977,1.49012097737834,0.418446812457886,0.788706226127775,0.793510496827538,0.156181627620053,0.267182796264254,1.12745789729662,2.99997485940845
"Buteo_platypterus","Buteo_platypterus","Accipitriformes",0.311495508080332,1.56323430828061,0.378648245597721,0.748616427189698,0.805965515168663,0.059396619076377,0.282226206843113,1.12745789729662,2.99997485940845
"Buteo_polyosoma","Buteo_polyosoma","Accipitriformes",0.303854768071619,1.39167667363325,0.485636985898227,0.66990634390925,0.807115997005716,0.129139751082739,0.268547894030909,1.12745789729662,2.99997485940845
"Buteo_regalis","Buteo_regalis","Accipitriformes",0.339457573746557,1.72802671147295,0.385290396616397,0.839495983218804,0.872406869503245,0.130630324604507,0.302111546188409,1.12745789729662,2.99997485940845
"Buteo_ridgwayi","Buteo_ridgwayi","Accipitriformes",0.306037684795102,1.31926785503331,0.538935735976962,0.980276024730965,0.736513807481374,0.251499734538804,0.247980589325469,1.12745789729662,2.99997485940845
"Buteo_rufinus","Buteo_rufinus","Accipitriformes",0.27369301316443,1.22707393539433,0.452298548988789,0.662223429077611,0.71337130208436,0.113082542280711,0.24298719949227,1.12745789729662,2.99997485940845
"Buteo_rufofuscus","Buteo_rufofuscus","Accipitriformes",0.32418428513613,1.30971126429656,0.628016508392601,0.768990704160982,0.860374529038776,0.262892565280251,0.262829045926629,1.12745789729662,2.99997485940845
"Buteo_solitarius","Buteo_solitarius","Accipitriformes",0.263760321262505,1.24471558285494,0.395044539162724,0.559552119464028,0.702685471606136,0.0291680066228094,0.240132263858375,1.12745789729662,2.99997485940845
"Buteo_swainsoni","Buteo_swainsoni","Accipitriformes",0.301883866919233,1.25648564694738,0.559587387429483,1.02393432618934,0.709954474429804,0.290373447612124,0.232584671500041,1.12745789729662,2.99997485940845
"Buteo_ventralis","Buteo_ventralis","Accipitriformes",0.291746800743684,1.29891055662011,0.488322414761598,0.748875935334921,0.747891160737787,0.128332558912416,0.257829523658857,1.12745789729662,2.99997485940845
"Buteogallus_aequinoctialis","Buteogallus_aequinoctialis","Accipitriformes",0.210176293586386,0.799416470193811,0.429835551085365,0.430018610774932,0.565845332044694,0.0429317301535622,0.190489626467445,1.12745789729662,2.99997485940845
"Buteogallus_anthracinus","Buteogallus_anthracinus","Accipitriformes",0.215720411232802,0.863292575017648,0.420345497197626,0.489873191782993,0.570166481066489,0.0732728850039546,0.193275688874624,1.12745789729662,2.99997485940845
"Buteogallus_gundlachii","Buteogallus_gundlachii","Accipitriformes",0.236281710307279,1.00235596783899,0.427130022465842,0.631437111419201,0.599444394659504,0.121631651248126,0.206252623591759,1.12745789729662,2.99997485940845
"Buteogallus_meridionalis","Buteogallus_meridionalis","Accipitriformes",0.255197442339835,1.11128927895706,0.446366571186947,0.550033058062835,0.685491119479378,0.137025183723343,0.221611199152978,1.12745789729662,2.99997485940845
"Buteogallus_urubitinga","Buteogallus_urubitinga","Accipitriformes",0.277475954926712,1.16601196260739,0.510699710904927,0.586556838014759,0.738796897549951,0.0307515749248289,0.252720615852012,1.12745789729662,2.99997485940845
"Chelictinia_riocourii","Chelictinia_riocourii","Accipitriformes",0.337433152070186,1.65802281045432,0.438700939883562,0.963598377155114,0.837803239008179,0.208207461731574,0.288519460230574,1.12745789729662,2.99997485940845
"Chondrohierax_uncinatus","Chondrohierax_uncinatus","Accipitriformes",0.251321940450632,0.408029802513022,0.67042085026842,0.607119495847997,0.662084730045117,0.13594323842076,0.218754508142687,1.12745789729662,2.99997485940845
"Chondrohierax_wilsonii","Chondrohierax_wilsonii","Accipitriformes",0.306627985844421,0.744813383224307,0.770278655044106,0.607700327783354,0.825365381175573,0.0830075613611985,0.276748621625745,1.12745789729662,2.99997485940845
"Circaetus_beaudouini","Circaetus_beaudouini","Accipitriformes",0.290276776803864,1.2375745202098,0.526192690902992,0.594843508619997,0.778004941501982,0.0300147114947661,0.264487562215406,1.12745789729662,2.99997485940845
"Circaetus_cinerascens","Circaetus_cinerascens","Accipitriformes",0.314538716596869,1.16420262985699,0.657066495550535,0.938830798033365,0.775184278260041,0.231994325610482,0.261694199704302,1.12745789729662,2.99997485940845
"Circaetus_cinereus","Circaetus_cinereus","Accipitriformes",0.307230768402606,1.11963411111709,0.649603981544246,0.897353275749937,0.764025357458086,0.221185652774844,0.256961409660552,1.12745789729662,2.99997485940845
"Circaetus_fasciolatus","Circaetus_fasciolatus","Accipitriformes",0.314793520405555,1.31160440601492,0.586093756293566,0.800765556662833,0.808889242836097,0.127976182655212,0.279493534447264,1.12745789729662,2.99997485940845
"Circaetus_gallicus","Circaetus_gallicus","Accipitriformes",0.318650335628098,1.31464733512254,0.600190998989002,0.73069770399299,0.837401524104899,0.0888719755562079,0.287149701530652,1.12745789729662,2.99997485940845
"Circaetus_pectoralis","Circaetus_pectoralis","Accipitriformes",0.287911865798812,1.12473250410612,0.575023882203842,0.593871992383663,0.772428927370237,0.0545982438665571,0.26117009704163,1.12745789729662,2.99997485940845
"Circus_aeruginosus","Circus_aeruginosus","Accipitriformes",0.246762548294716,1.15450698052014,0.377322899316244,0.553681232350446,0.650678574645923,0.0421751688601915,0.22382971733501,1.12745789729662,2.99997485940845
"Circus_approximans","Circus_approximans","Accipitriformes",0.242014248644553,1.12002948927728,0.377672539045895,0.511687198593651,0.646172115201377,0.0264862455716046,0.220371972901024,1.12745789729662,2.99997485940845
"Circus_assimilis","Circus_assimilis","Accipitriformes",0.275444193068658,1.26616471156701,0.437259824810953,0.663377482042407,0.717892901066282,0.0711099365135064,0.248489487994664,1.12745789729662,2.99997485940845
"Circus_buffoni","Circus_buffoni","Accipitriformes",0.27274340660281,1.33561925191264,0.363228091921912,0.598284050913669,0.722624468023405,0.0350371535251587,0.248024453399698,1.12745789729662,2.99997485940845
"Circus_cinereus","Circus_cinereus","Accipitriformes",0.271102726819918,1.24825857915083,0.42585337798544,0.679890755302792,0.699228172687746,0.0980742187779628,0.242113313487552,1.12745789729662,2.99997485940845
"Circus_cyaneus","Circus_cyaneus","Accipitriformes",0.318220996388229,1.40945304309695,0.538758481165895,1.0564634267263,0.75678198609608,0.281739154769767,0.252256988277563,1.12745789729662,2.99997485940845
"Circus_macrosceles","Circus_macrosceles","Accipitriformes",0.274809811274357,1.22220203672117,0.465369944242952,0.659594504062531,0.715021941271026,0.0862742313809035,0.246640231660746,1.12745789729662,2.99997485940845
"Circus_macrourus","Circus_macrourus","Accipitriformes",0.300728394843558,1.39326905489291,0.469216261715304,0.703589171856909,0.787759023325638,0.0563071462421172,0.272567021356178,1.12745789729662,2.99997485940845
"Circus_maillardi","Circus_maillardi","Accipitriformes",0.267428513363598,1.12969068726393,0.487368017848562,0.823218825500815,0.653888133395374,0.209273530216072,0.219253200395537,1.12745789729662,2.99997485940845
"Circus_maurus","Circus_maurus","Accipitriformes",0.314037971362695,1.18890099464352,0.645493160667497,1.17868320426356,0.696073300138816,0.372658914198274,0.214820498965651,1.12745789729662,2.99997485940845
"Circus_melanoleucos","Circus_melanoleucos","Accipitriformes",0.238552864063218,1.10702406490334,0.371623810087619,0.504166251724413,0.6361986196676,0.0260078732214963,0.217291925669872,1.12745789729662,2.99997485940845
"Circus_pygargus","Circus_pygargus","Accipitriformes",0.276937734339397,1.40691464594105,0.314568163490564,0.63871946042861,0.724743693937218,0.0458925626160142,0.251299459817546,1.12745789729662,2.99997485940845
"Circus_ranivorus","Circus_ranivorus","Accipitriformes",0.25063687432778,1.12553264062543,0.413320880299084,0.498839859594845,0.675508212642298,0.0539145155516857,0.22671777522652,1.12745789729662,2.99997485940845
"Circus_spilonotus","Circus_spilonotus","Accipitriformes",0.278293862377905,1.2878282662424,0.43377281865731,0.734653823582379,0.708614323362395,0.125080077061923,0.245374293424695,1.12745789729662,2.99997485940845
"Dryotriorchis_spectabilis","Dryotriorchis_spectabilis","Accipitriformes",0.298371805432576,1.29648334453553,0.520898247141236,0.772866419125866,0.765698066412335,0.148135945671185,0.261321474695777,1.12745789729662,2.99997485940845
"Elanoides_forficatus","Elanoides_forficatus","Accipitriformes",0.262419354071039,1.19262030501636,0.425082194367393,0.600363102744512,0.6917193185461,0.0774781014246586,0.236252137422299,1.12745789729662,2.99997485940845
"Elanus_axillaris","Elanus_axillaris","Accipitriformes",0.334799296692463,1.54690286126916,0.523789992216851,0.73492550733292,0.893589158009495,0.150768490082598,0.294954031259072,1.12745789729662,2.99997485940845
"Elanus_caeruleus","Elanus_caeruleus","Accipitriformes",0.295483512860267,1.29133690920952,0.513289639985805,0.676371214079509,0.777886422920712,0.0828669974067577,0.266378150989362,1.12745789729662,2.99997485940845
"Elanus_leucurus","Elanus_leucurus","Accipitriformes",0.344464844906546,1.48288726654273,0.615002611247046,0.976055704757561,0.880444019739128,0.310607274338434,0.270333269195462,1.12745789729662,2.99997485940845
"Elanus_scriptus","Elanus_scriptus","Accipitriformes",0.312125387306811,1.43200067545102,0.49335838279296,0.624762546805763,0.840704211473423,0.107614533412148,0.278957253955135,1.12745789729662,2.99997485940845
